,Date,Open,High,Low,Close,DeltaSP500,DeltaSP500-CUM,Delta%-SP500,Delta%-SP500-CUM
6933,1955-09-27,43.58,43.58,43.58,43.58,0.9699999999999989,25.91999999999999,0.022764609246655687,1.749371838916208
6934,1955-09-28,44.31,44.31,44.31,44.31,0.730000000000004,26.649999999999995,0.01675080312069766,1.7661226420369058
6935,1955-09-29,44.03,44.03,44.03,44.03,-0.28000000000000114,26.369999999999994,-0.006319115323854685,1.7598035267130512
6936,1955-09-30,43.67,43.67,43.67,43.67,-0.35999999999999943,26.009999999999994,-0.008176243470361104,1.75162728324269
6937,1955-10-03,42.49,42.49,42.49,42.49,-1.1799999999999997,24.829999999999995,-0.027020838103961522,1.7246064451387284
6938,1955-10-04,42.82,42.82,42.82,42.82,0.3299999999999983,25.159999999999993,0.007766533301953361,1.7323729784406818
6939,1955-10-05,42.99,42.99,42.99,42.99,0.1700000000000017,25.329999999999995,0.003970107426436284,1.736343085867118
6940,1955-10-06,42.7,42.7,42.7,42.7,-0.28999999999999915,25.039999999999996,-0.006745754826703865,1.7295973310404142
6941,1955-10-07,42.38,42.38,42.38,42.38,-0.3200000000000003,24.719999999999995,-0.007494145199063238,1.722103185841351
6942,1955-10-10,41.15,41.15,41.15,41.15,-1.230000000000004,23.48999999999999,-0.029023124115148746,1.693080061726202
6943,1955-10-11,40.8,40.8,40.8,40.8,-0.3500000000000014,23.13999999999999,-0.008505467800729074,1.684574593925473
6944,1955-10-12,41.52,41.52,41.52,41.52,0.720000000000006,23.859999999999996,0.01764705882352956,1.7022216527490026
6945,1955-10-13,41.39,41.39,41.39,41.39,-0.13000000000000256,23.729999999999993,-0.003131021194605071,1.6990906315543974
6946,1955-10-14,41.22,41.22,41.22,41.22,-0.1700000000000017,23.55999999999999,-0.00410727228799231,1.6949833592664052
6947,1955-10-17,41.35,41.35,41.35,41.35,0.13000000000000256,23.689999999999994,0.003153808830664788,1.69813716809707
6948,1955-10-18,41.65,41.65,41.65,41.65,0.29999999999999716,23.98999999999999,0.007255139056831853,1.7053923071539019
6949,1955-10-19,42.07,42.07,42.07,42.07,0.4200000000000017,24.409999999999993,0.010084033613445419,1.7154763407673472
6950,1955-10-20,42.59,42.59,42.59,42.59,0.5200000000000031,24.929999999999996,0.012360351794628075,1.7278366925619753
6951,1955-10-21,42.59,42.59,42.59,42.59,0.0,24.929999999999996,0.0,1.7278366925619753
6952,1955-10-24,42.91,42.91,42.91,42.91,0.3199999999999932,25.24999999999999,0.007513500821788991,1.7353501933837643
6953,1955-10-25,42.63,42.63,42.63,42.63,-0.27999999999999403,24.969999999999995,-0.006525285481239666,1.7288249079025246
6954,1955-10-26,42.29,42.29,42.29,42.29,-0.3400000000000034,24.629999999999992,-0.007975604034717415,1.7208493038678072
6955,1955-10-27,42.34,42.34,42.34,42.34,0.05000000000000426,24.679999999999996,0.0011823126034524536,1.7220316164712597
6956,1955-10-28,42.37,42.37,42.37,42.37,0.02999999999999403,24.70999999999999,0.0007085498346715642,1.7227401663059312
6957,1955-10-31,42.34,42.34,42.34,42.34,-0.02999999999999403,24.679999999999996,-0.0007080481472738738,1.7220321181586573
6958,1955-11-01,42.28,42.28,42.28,42.28,-0.060000000000002274,24.619999999999994,-0.0014170996693434641,1.7206150184893139
6959,1955-11-02,42.35,42.35,42.35,42.35,0.07000000000000028,24.689999999999994,0.0016556291390728544,1.7222706476283867
6960,1955-11-03,43.24,43.24,43.24,43.24,0.8900000000000006,25.579999999999995,0.021015348288075573,1.7432859959164622
6961,1955-11-04,43.96,43.96,43.96,43.96,0.7199999999999989,26.299999999999994,0.016651248843663247,1.7599372447601254
6962,1955-11-07,44.15,44.15,44.15,44.15,0.18999999999999773,26.48999999999999,0.004322111010009047,1.7642593557701345
6963,1955-11-09,44.61,44.61,44.61,44.61,0.46000000000000085,26.949999999999992,0.010419026047565139,1.7746783818176997
6964,1955-11-10,44.72,44.72,44.72,44.72,0.10999999999999943,27.05999999999999,0.0024658148397220226,1.7771441966574217
6965,1955-11-11,45.24,45.24,45.24,45.24,0.5200000000000031,27.579999999999995,0.011627906976744257,1.788772103634166
6966,1955-11-14,46.41,46.41,46.41,46.41,1.1699999999999946,28.74999999999999,0.02586206896551712,1.814634172599683
6967,1955-11-15,46.21,46.21,46.21,46.21,-0.19999999999999574,28.549999999999994,-0.004309416074121865,1.8103247565255611
6968,1955-11-16,45.91,45.91,45.91,45.91,-0.30000000000000426,28.24999999999999,-0.00649210127678001,1.8038326552487811
6969,1955-11-17,45.59,45.59,45.59,45.59,-0.3199999999999932,27.929999999999996,-0.0069701590067521935,1.796862496242029
6970,1955-11-18,45.54,45.54,45.54,45.54,-0.05000000000000426,27.879999999999992,-0.0010967317394166322,1.7957657645026124
6971,1955-11-21,45.22,45.22,45.22,45.22,-0.3200000000000003,27.55999999999999,-0.007026789635485294,1.7887389748671272
6972,1955-11-22,45.66,45.66,45.66,45.66,0.4399999999999977,27.99999999999999,0.009730207872622684,1.7984691827397499
6973,1955-11-23,45.72,45.72,45.72,45.72,0.060000000000002274,28.05999999999999,0.0013140604467806018,1.7997832431865304
6974,1955-11-25,45.68,45.68,45.68,45.68,-0.03999999999999915,28.019999999999992,-0.0008748906386701476,1.7989083525478602
6975,1955-11-28,45.38,45.38,45.38,45.38,-0.29999999999999716,27.719999999999995,-0.00656742556917682,1.7923409269786834
6976,1955-11-29,45.56,45.56,45.56,45.56,0.17999999999999972,27.899999999999995,0.003966505068312025,1.7963074320469954
6977,1955-11-30,45.51,45.51,45.51,45.51,-0.05000000000000426,27.84999999999999,-0.0010974539069360022,1.7952099781400594
6978,1955-12-01,45.35,45.35,45.35,45.35,-0.1599999999999966,27.689999999999994,-0.0035157108327839286,1.7916942673072755
6979,1955-12-02,45.44,45.44,45.44,45.44,0.0899999999999963,27.77999999999999,0.0019845644983461147,1.7936788318056216
6980,1955-12-05,45.7,45.7,45.7,45.7,0.2600000000000051,28.039999999999996,0.005721830985915606,1.799400662791537
6981,1955-12-06,45.7,45.7,45.7,45.7,0.0,28.039999999999996,0.0,1.799400662791537
6982,1955-12-07,45.55,45.55,45.55,45.55,-0.15000000000000568,27.88999999999999,-0.0032822757111598618,1.7961183870803772
6983,1955-12-08,45.82,45.82,45.82,45.82,0.2700000000000031,28.159999999999993,0.005927552140505009,1.8020459392208823
6984,1955-12-09,45.89,45.89,45.89,45.89,0.07000000000000028,28.229999999999993,0.0015277171540811934,1.8035736563749636
6985,1955-12-12,45.42,45.42,45.42,45.42,-0.46999999999999886,27.759999999999994,-0.010241882763129198,1.7933317736118344
6986,1955-12-13,45.45,45.45,45.45,45.45,0.030000000000001137,27.789999999999996,0.0006605019815059696,1.7939922755933404
6987,1955-12-14,45.07,45.07,45.07,45.07,-0.38000000000000256,27.409999999999993,-0.008360836083608417,1.785631439509732
6988,1955-12-15,45.06,45.06,45.06,45.06,-0.00999999999999801,27.399999999999995,-0.00022187708009758177,1.7854095624296342
6989,1955-12-16,45.13,45.13,45.13,45.13,0.07000000000000028,27.469999999999995,0.0015534842432312534,1.7869630466728654
6990,1955-12-19,45.02,45.02,45.02,45.02,-0.10999999999999943,27.359999999999996,-0.0024374030578329146,1.7845256436150325
6991,1955-12-20,44.95,44.95,44.95,44.95,-0.07000000000000028,27.289999999999996,-0.0015548645046645998,1.782970779110368
6992,1955-12-21,45.84,45.84,45.84,45.84,0.8900000000000006,28.179999999999996,0.019799777530589556,1.8027705566409575
6993,1955-12-22,45.41,45.41,45.41,45.41,-0.4300000000000068,27.74999999999999,-0.009380453752181649,1.793390102888776
6994,1955-12-23,45.5,45.5,45.5,45.5,0.09000000000000341,27.839999999999993,0.0019819423034574636,1.7953720451922335
6995,1955-12-27,45.22,45.22,45.22,45.22,-0.28000000000000114,27.55999999999999,-0.006153846153846179,1.7892181990383873
6996,1955-12-28,45.05,45.05,45.05,45.05,-0.1700000000000017,27.38999999999999,-0.0037593984962406395,1.7854588005421466
6997,1955-12-29,45.15,45.15,45.15,45.15,0.10000000000000142,27.48999999999999,0.002219755826859077,1.7876785563690056
6998,1955-12-30,45.48,45.48,45.48,45.48,0.3299999999999983,27.81999999999999,0.0073089700996677364,1.7949875264686734
6999,1956-01-03,45.16,45.16,45.16,45.16,-0.3200000000000003,27.49999999999999,-0.007036059806508362,1.787951466662165
7000,1956-01-04,45.0,45.0,45.0,45.0,-0.1599999999999966,27.339999999999993,-0.0035429583702390743,1.7844085082919259
7001,1956-01-05,44.95,44.95,44.95,44.95,-0.04999999999999716,27.289999999999996,-0.001111111111111048,1.7832973971808148
7002,1956-01-06,45.14,45.14,45.14,45.14,0.18999999999999773,27.479999999999993,0.004226918798665133,1.78752431597948
7003,1956-01-09,44.51,44.51,44.51,44.51,-0.6300000000000026,26.84999999999999,-0.013956579530350078,1.77356773644913
7004,1956-01-10,44.16,44.16,44.16,44.16,-0.3500000000000014,26.49999999999999,-0.007863401482812884,1.765704334966317
7005,1956-01-11,44.38,44.38,44.38,44.38,0.22000000000000597,26.719999999999995,0.00498188405797115,1.7706862190242882
7006,1956-01-12,44.75,44.75,44.75,44.75,0.36999999999999744,27.089999999999993,0.0083370887787291,1.7790233078030173
7007,1956-01-13,44.67,44.67,44.67,44.67,-0.0799999999999983,27.009999999999994,-0.0017877094972066658,1.7772355983058106
7008,1956-01-16,44.14,44.14,44.14,44.14,-0.5300000000000011,26.479999999999993,-0.011864786209984355,1.7653708120958262
7009,1956-01-17,44.47,44.47,44.47,44.47,0.3299999999999983,26.80999999999999,0.0074762120525599975,1.7728470241483862
7010,1956-01-18,44.17,44.17,44.17,44.17,-0.29999999999999716,26.509999999999994,-0.006746120980436186,1.76610090316795
7011,1956-01-19,43.72,43.72,43.72,43.72,-0.45000000000000284,26.05999999999999,-0.010187910346389016,1.7559129928215609
7012,1956-01-20,43.22,43.22,43.22,43.22,-0.5,25.55999999999999,-0.011436413540713633,1.7444765792808472
7013,1956-01-23,43.11,43.11,43.11,43.11,-0.10999999999999943,25.449999999999992,-0.0025451180009254844,1.7419314612799217
7014,1956-01-24,43.65,43.65,43.65,43.65,0.5399999999999991,25.98999999999999,0.012526096033402902,1.7544575573133245
7015,1956-01-25,43.72,43.72,43.72,43.72,0.07000000000000028,26.05999999999999,0.001603665521191301,1.7560612228345158
7016,1956-01-26,43.46,43.46,43.46,43.46,-0.259999999999998,25.799999999999994,-0.0059469350411710436,1.7501142877933449
7017,1956-01-27,43.35,43.35,43.35,43.35,-0.10999999999999943,25.689999999999994,-0.0025310630464795082,1.7475832247468654
7018,1956-01-30,43.5,43.5,43.5,43.5,0.14999999999999858,25.839999999999993,0.0034602076124567146,1.7510434323593222
7019,1956-01-31,43.82,43.82,43.82,43.82,0.3200000000000003,26.159999999999993,0.007356321839080466,1.7583997541984027
7020,1956-02-01,44.03,44.03,44.03,44.03,0.21000000000000085,26.369999999999994,0.004792332268370627,1.7631920864667734
7021,1956-02-02,44.22,44.22,44.22,44.22,0.18999999999999773,26.55999999999999,0.004315239609357205,1.7675073260761307
7022,1956-02-03,44.78,44.78,44.78,44.78,0.5600000000000023,27.119999999999994,0.012663952962460477,1.780171279038591
7023,1956-02-06,44.81,44.81,44.81,44.81,0.030000000000001137,27.149999999999995,0.000669941938365367,1.7808412209769564
7024,1956-02-07,44.6,44.6,44.6,44.6,-0.21000000000000085,26.939999999999994,-0.0046864539165365066,1.7761547670604199
7025,1956-02-08,44.16,44.16,44.16,44.16,-0.44000000000000483,26.49999999999999,-0.009865470852018046,1.7662892962084018
7026,1956-02-09,43.66,43.66,43.66,43.66,-0.5,25.99999999999999,-0.011322463768115944,1.7549668324402858
7027,1956-02-10,43.64,43.64,43.64,43.64,-0.01999999999999602,25.979999999999993,-0.00045808520384782464,1.754508747236438
7028,1956-02-13,43.58,43.58,43.58,43.58,-0.060000000000002274,25.91999999999999,-0.001374885426214534,1.7531338618102235
7029,1956-02-14,43.42,43.42,43.42,43.42,-0.1599999999999966,25.759999999999994,-0.003671408903166512,1.749462452907057
7030,1956-02-15,44.04,44.04,44.04,44.04,0.6199999999999974,26.379999999999992,0.014279134039613022,1.7637415869466702
7031,1956-02-16,43.82,43.82,43.82,43.82,-0.21999999999999886,26.159999999999993,-0.004995458673932762,1.7587461282727375
7032,1956-02-17,44.52,44.52,44.52,44.52,0.7000000000000028,26.859999999999996,0.015974440894568755,1.7747205691673062
7033,1956-02-20,44.45,44.45,44.45,44.45,-0.07000000000000028,26.789999999999996,-0.0015723270440251636,1.7731482421232811
7034,1956-02-21,44.56,44.56,44.56,44.56,0.10999999999999943,26.899999999999995,0.0024746906636670288,1.7756229327869482
7035,1956-02-23,44.95,44.95,44.95,44.95,0.39000000000000057,27.289999999999996,0.00875224416517057,1.7843751769521188
7036,1956-02-24,45.32,45.32,45.32,45.32,0.36999999999999744,27.659999999999993,0.008231368186874248,1.792606545138993
7037,1956-02-27,45.27,45.27,45.27,45.27,-0.04999999999999716,27.609999999999996,-0.0011032656663723997,1.7915032794726207
7038,1956-02-28,45.43,45.43,45.43,45.43,0.1599999999999966,27.769999999999992,0.0035343494588026634,1.7950376289314234
7039,1956-02-29,45.34,45.34,45.34,45.34,-0.0899999999999963,27.679999999999996,-0.001981069777679866,1.7930565591537435
7040,1956-03-01,45.54,45.54,45.54,45.54,0.19999999999999574,27.879999999999992,0.0044111160123510304,1.7974676751660945
7041,1956-03-02,45.81,45.81,45.81,45.81,0.2700000000000031,28.149999999999995,0.0059288537549407805,1.8033965289210352
7042,1956-03-05,46.06,46.06,46.06,46.06,0.25,28.399999999999995,0.005457323728443571,1.8088538526494788
7043,1956-03-06,46.04,46.04,46.04,46.04,-0.020000000000003126,28.379999999999992,-0.00043421623968743214,1.8084196364097913
7044,1956-03-07,46.01,46.01,46.01,46.01,-0.030000000000001137,28.34999999999999,-0.0006516072980017623,1.8077680291117895
7045,1956-03-08,46.12,46.12,46.12,46.12,0.10999999999999943,28.45999999999999,0.0023907846120408485,1.8101588137238303
7046,1956-03-09,46.7,46.7,46.7,46.7,0.5800000000000054,29.039999999999996,0.012575888985255973,1.8227347027090863
7047,1956-03-12,47.13,47.13,47.13,47.13,0.4299999999999997,29.469999999999995,0.009207708779443248,1.8319424114885297
7048,1956-03-13,47.06,47.06,47.06,47.06,-0.07000000000000028,29.399999999999995,-0.0014852535539995816,1.8304571579345301
7049,1956-03-14,47.53,47.53,47.53,47.53,0.46999999999999886,29.869999999999994,0.009987250318742006,1.840444408253272
7050,1956-03-15,47.99,47.99,47.99,47.99,0.46000000000000085,30.329999999999995,0.009678098043341065,1.8501225062966131
7051,1956-03-16,48.14,48.14,48.14,48.14,0.14999999999999858,30.479999999999993,0.0031256511773285803,1.8532481574739417
7052,1956-03-19,48.59,48.59,48.59,48.59,0.45000000000000284,30.929999999999996,0.009347735770668941,1.8625958932446105
7053,1956-03-20,48.87,48.87,48.87,48.87,0.27999999999999403,31.20999999999999,0.005762502572545668,1.8683583958171561
7054,1956-03-21,48.23,48.23,48.23,48.23,-0.6400000000000006,30.56999999999999,-0.013095968897073882,1.8552624269200821
7055,1956-03-22,48.72,48.72,48.72,48.72,0.490000000000002,31.05999999999999,0.010159651669085673,1.8654220785891678
7056,1956-03-23,48.83,48.83,48.83,48.83,0.10999999999999943,31.16999999999999,0.0022577996715927636,1.8676798782607604
7057,1956-03-26,48.62,48.62,48.62,48.62,-0.21000000000000085,30.95999999999999,-0.004300634855621562,1.8633792434051388
7058,1956-03-27,48.25,48.25,48.25,48.25,-0.36999999999999744,30.589999999999993,-0.007610037021801675,1.855769206383337
7059,1956-03-28,48.51,48.51,48.51,48.51,0.259999999999998,30.84999999999999,0.005388601036269389,1.8611578074196065
7060,1956-03-29,48.48,48.48,48.48,48.48,-0.030000000000001137,30.81999999999999,-0.0006184291898577848,1.8605393782297486
7061,1956-04-02,48.7,48.7,48.7,48.7,0.22000000000000597,31.039999999999996,0.004537953795379661,1.8650773320251282
7062,1956-04-03,48.53,48.53,48.53,48.53,-0.1700000000000017,30.869999999999994,-0.003490759753593464,1.8615865722715348
7063,1956-04-04,48.8,48.8,48.8,48.8,0.269999999999996,31.13999999999999,0.005563568926437173,1.867150141197972
7064,1956-04-05,48.57,48.57,48.57,48.57,-0.22999999999999687,30.909999999999993,-0.004713114754098297,1.8624370264438739
7065,1956-04-06,48.85,48.85,48.85,48.85,0.28000000000000114,31.189999999999994,0.005764875437512891,1.8682019018813867
7066,1956-04-09,48.61,48.61,48.61,48.61,-0.240000000000002,30.949999999999992,-0.004912998976458587,1.863288902904928
7067,1956-04-10,47.93,47.93,47.93,47.93,-0.6799999999999997,30.269999999999992,-0.013988891174655415,1.8493000117302725
7068,1956-04-11,48.31,48.31,48.31,48.31,0.38000000000000256,30.649999999999995,0.007928228666805813,1.8572282403970783
7069,1956-04-12,48.02,48.02,48.02,48.02,-0.28999999999999915,30.359999999999996,-0.00600289795073482,1.8512253424463436
7070,1956-04-13,47.95,47.95,47.95,47.95,-0.07000000000000028,30.289999999999996,-0.0014577259475218717,1.8497676164988217
7071,1956-04-16,47.96,47.96,47.96,47.96,0.00999999999999801,30.299999999999994,0.00020855057351403566,1.8499761670723358
7072,1956-04-17,47.93,47.93,47.93,47.93,-0.030000000000001137,30.269999999999992,-0.0006255212677231263,1.8493506458046127
7073,1956-04-18,47.74,47.74,47.74,47.74,-0.18999999999999773,30.079999999999995,-0.003964114333402832,1.84538653147121
7074,1956-04-19,47.57,47.57,47.57,47.57,-0.1700000000000017,29.909999999999993,-0.0035609551738584352,1.8418255762973514
7075,1956-04-20,47.76,47.76,47.76,47.76,0.18999999999999773,30.09999999999999,0.003994113937355428,1.8458196902347068
7076,1956-04-23,47.65,47.65,47.65,47.65,-0.10999999999999943,29.98999999999999,-0.002303182579564477,1.8435165076551423
7077,1956-04-24,47.26,47.26,47.26,47.26,-0.39000000000000057,29.59999999999999,-0.008184679958027295,1.8353318276971151
7078,1956-04-25,47.09,47.09,47.09,47.09,-0.1699999999999946,29.429999999999996,-0.003597122302158159,1.8317347053949569
7079,1956-04-26,47.49,47.49,47.49,47.49,0.3999999999999986,29.829999999999995,0.008494372478233139,1.84022907787319
7080,1956-04-27,47.99,47.99,47.99,47.99,0.5,30.329999999999995,0.01052853232259423,1.8507576101957843
7081,1956-04-30,48.38,48.38,48.38,48.38,0.39000000000000057,30.719999999999995,0.008126693061054398,1.8588843032568387
7082,1956-05-01,48.16,48.16,48.16,48.16,-0.22000000000000597,30.49999999999999,-0.004547333608929433,1.8543369696479093
7083,1956-05-02,48.17,48.17,48.17,48.17,0.010000000000005116,30.509999999999994,0.00020764119601339527,1.8545446108439227
7084,1956-05-03,48.34,48.34,48.34,48.34,0.1700000000000017,30.679999999999996,0.003529167531658744,1.8580737783755814
7085,1956-05-04,48.51,48.51,48.51,48.51,0.1699999999999946,30.84999999999999,0.0035167563094744433,1.8615905346850559
7086,1956-05-07,48.22,48.22,48.22,48.22,-0.28999999999999915,30.55999999999999,-0.005978148835291675,1.8556123858497642
7087,1956-05-08,48.02,48.02,48.02,48.02,-0.19999999999999574,30.359999999999996,-0.004147656574035582,1.8514647292757287
7088,1956-05-09,47.94,47.94,47.94,47.94,-0.0800000000000054,30.27999999999999,-0.0016659725114536734,1.849798756764275
7089,1956-05-10,47.16,47.16,47.16,47.16,-0.7800000000000011,29.49999999999999,-0.016270337922403028,1.8335284188418721
7090,1956-05-11,47.12,47.12,47.12,47.12,-0.03999999999999915,29.45999999999999,-0.0008481764206954867,1.8326802424211766
7091,1956-05-14,46.86,46.86,46.86,46.86,-0.259999999999998,29.199999999999992,-0.005517826825127293,1.8271624155960493
7092,1956-05-15,46.37,46.37,46.37,46.37,-0.490000000000002,28.70999999999999,-0.01045667947076402,1.8167057361252852
7093,1956-05-16,46.05,46.05,46.05,46.05,-0.3200000000000003,28.38999999999999,-0.006901013586370504,1.8098047225389147
7094,1956-05-17,46.61,46.61,46.61,46.61,0.5600000000000023,28.949999999999992,0.0121606948968513,1.821965417435766
7095,1956-05-18,46.39,46.39,46.39,46.39,-0.21999999999999886,28.729999999999993,-0.004720017163698752,1.8172454002720673
7096,1956-05-21,45.99,45.99,45.99,45.99,-0.3999999999999986,28.329999999999995,-0.008622547962923013,1.8086228523091443
7097,1956-05-22,45.26,45.26,45.26,45.26,-0.730000000000004,27.59999999999999,-0.01587301587301596,1.7927498364361283
7098,1956-05-23,45.02,45.02,45.02,45.02,-0.23999999999999488,27.359999999999996,-0.0053026955368978106,1.7874471408992305
7099,1956-05-24,44.6,44.6,44.6,44.6,-0.4200000000000017,26.939999999999994,-0.009329187027987598,1.7781179538712428
7100,1956-05-25,44.62,44.62,44.62,44.62,0.01999999999999602,26.95999999999999,0.0004484304932734534,1.7785663843645163
7101,1956-05-28,44.1,44.1,44.1,44.1,-0.519999999999996,26.439999999999994,-0.011653966831017392,1.766912417533499
7102,1956-05-29,45.11,45.11,45.11,45.11,1.009999999999998,27.449999999999992,0.022902494331065715,1.7898149118645645
7103,1956-05-31,45.2,45.2,45.2,45.2,0.09000000000000341,27.539999999999996,0.001995123032587085,1.7918100348971515
7104,1956-06-01,45.58,45.58,45.58,45.58,0.37999999999999545,27.91999999999999,0.008407079646017598,1.8002171145431691
7105,1956-06-04,45.85,45.85,45.85,45.85,0.2700000000000031,28.189999999999994,0.005923650724001824,1.806140765267171
7106,1956-06-05,45.86,45.86,45.86,45.86,0.00999999999999801,28.199999999999992,0.00021810250817880066,1.80635886777535
7107,1956-06-06,45.63,45.63,45.63,45.63,-0.22999999999999687,27.969999999999995,-0.0050152638464892475,1.8013436039288606
7108,1956-06-07,45.99,45.99,45.99,45.99,0.35999999999999943,28.329999999999995,0.0078895463510848,1.8092331502799455
7109,1956-06-08,45.14,45.14,45.14,45.14,-0.8500000000000014,27.479999999999993,-0.01848227875625139,1.7907508715236942
7110,1956-06-11,45.71,45.71,45.71,45.71,0.5700000000000003,28.049999999999994,0.012627381479840502,1.8033782530035347
7111,1956-06-12,46.36,46.36,46.36,46.36,0.6499999999999986,28.699999999999992,0.014220083132793668,1.8175983361363284
7112,1956-06-13,46.42,46.42,46.42,46.42,0.060000000000002274,28.759999999999994,0.0012942191544435349,1.818892555290772
7113,1956-06-14,46.31,46.31,46.31,46.31,-0.10999999999999943,28.649999999999995,-0.0023696682464454852,1.8165228870443264
7114,1956-06-15,46.37,46.37,46.37,46.37,0.05999999999999517,28.70999999999999,0.0012956164975166306,1.817818503541843
7115,1956-06-18,46.17,46.17,46.17,46.17,-0.19999999999999574,28.509999999999994,-0.0043131334914814695,1.8135053700503616
7116,1956-06-19,46.22,46.22,46.22,46.22,0.04999999999999716,28.55999999999999,0.0010829542993285068,1.81458832434969
7117,1956-06-20,46.41,46.41,46.41,46.41,0.18999999999999773,28.74999999999999,0.004110774556469012,1.818699098906159
7118,1956-06-21,46.73,46.73,46.73,46.73,0.3200000000000003,29.06999999999999,0.006895065718595137,1.8255941646247542
7119,1956-06-22,46.59,46.59,46.59,46.59,-0.13999999999999346,28.929999999999996,-0.0029959340894498924,1.8225982305353043
7120,1956-06-25,46.41,46.41,46.41,46.41,-0.18000000000000682,28.74999999999999,-0.0038634900193175964,1.8187347405159868
7121,1956-06-26,46.72,46.72,46.72,46.72,0.3100000000000023,29.05999999999999,0.006679594914889082,1.8254143354308758
7122,1956-06-27,47.07,47.07,47.07,47.07,0.3500000000000014,29.409999999999993,0.007491438356164414,1.8329057737870402
7123,1956-06-28,47.13,47.13,47.13,47.13,0.060000000000002274,29.469999999999995,0.0012746972594009406,1.834180471046441
7124,1956-06-29,46.97,46.97,46.97,46.97,-0.1600000000000037,29.30999999999999,-0.0033948652662848227,1.8307856057801564
7125,1956-07-02,46.93,46.93,46.93,46.93,-0.03999999999999915,29.269999999999992,-0.0008516074089844401,1.829933998371172
7126,1956-07-03,47.32,47.32,47.32,47.32,0.39000000000000057,29.659999999999993,0.008310249307479237,1.8382442476786511
7127,1956-07-05,47.8,47.8,47.8,47.8,0.4799999999999969,30.13999999999999,0.010143702451394693,1.8483879501300458
7128,1956-07-06,48.04,48.04,48.04,48.04,0.240000000000002,30.379999999999992,0.005020920502092092,1.8534088706321379
7129,1956-07-09,48.25,48.25,48.25,48.25,0.21000000000000085,30.589999999999993,0.004371357202331409,1.8577802278344693
7130,1956-07-10,48.54,48.54,48.54,48.54,0.28999999999999915,30.879999999999992,0.006010362694300501,1.8637905905287697
7131,1956-07-11,48.69,48.69,48.69,48.69,0.14999999999999858,31.02999999999999,0.0030902348578491674,1.866880825386619
7132,1956-07-12,48.58,48.58,48.58,48.58,-0.10999999999999943,30.91999999999999,-0.0022591907989320073,1.864621634587687
7133,1956-07-13,48.72,48.72,48.72,48.72,0.14000000000000057,31.05999999999999,0.00288184438040347,1.8675034789680904
7134,1956-07-16,49.14,49.14,49.14,49.14,0.4200000000000017,31.479999999999993,0.008620689655172448,1.8761241686232628
7135,1956-07-17,49.31,49.31,49.31,49.31,0.1700000000000017,31.649999999999995,0.0034595034595034943,1.8795836720827663
7136,1956-07-18,49.3,49.3,49.3,49.3,-0.010000000000005116,31.63999999999999,-0.00020279862096948115,1.879380873461797
7137,1956-07-19,49.32,49.32,49.32,49.32,0.020000000000003126,31.659999999999993,0.0004056795131846476,1.8797865529749815
7138,1956-07-20,49.35,49.35,49.35,49.35,0.030000000000001137,31.689999999999994,0.0006082725060827481,1.8803948254810643
7139,1956-07-23,49.33,49.33,49.33,49.33,-0.020000000000003126,31.66999999999999,-0.0004052684903749367,1.8799895569906893
7140,1956-07-24,49.33,49.33,49.33,49.33,0.0,31.66999999999999,0.0,1.8799895569906893
7141,1956-07-25,49.44,49.44,49.44,49.44,0.10999999999999943,31.77999999999999,0.002229880397324132,1.8822194373880134
7142,1956-07-26,49.48,49.48,49.48,49.48,0.03999999999999915,31.81999999999999,0.000809061488673122,1.8830284988766866
7143,1956-07-27,49.08,49.08,49.08,49.08,-0.3999999999999986,31.41999999999999,-0.008084074373484207,1.8749444245032023
7144,1956-07-30,49.0,49.0,49.0,49.0,-0.0799999999999983,31.339999999999993,-0.001629991850040715,1.8733144326531617
7145,1956-07-31,49.39,49.39,49.39,49.39,0.39000000000000057,31.729999999999993,0.0079591836734694,1.881273616326631
7146,1956-08-01,49.62,49.62,49.62,49.62,0.22999999999999687,31.95999999999999,0.004656813120064727,1.8859304294466959
7147,1956-08-02,49.64,49.64,49.64,49.64,0.020000000000003126,31.979999999999993,0.0004030632809351698,1.886333492727631
7148,1956-08-03,49.64,49.64,49.64,49.64,0.0,31.979999999999993,0.0,1.886333492727631
7149,1956-08-06,48.96,48.96,48.96,48.96,-0.6799999999999997,31.299999999999994,-0.013698630136986295,1.8726348625906446
7150,1956-08-07,49.16,49.16,49.16,49.16,0.19999999999999574,31.49999999999999,0.0040849673202613505,1.876719829910906
7151,1956-08-08,49.36,49.36,49.36,49.36,0.20000000000000284,31.699999999999992,0.0040683482506103106,1.8807881781615163
7152,1956-08-09,49.32,49.32,49.32,49.32,-0.03999999999999915,31.659999999999993,-0.0008103727714748612,1.8799778053900416
7153,1956-08-10,49.09,49.09,49.09,49.09,-0.22999999999999687,31.429999999999996,-0.004663422546634162,1.8753143828434073
7154,1956-08-13,48.58,48.58,48.58,48.58,-0.5100000000000051,30.91999999999999,-0.010389081279283053,1.8649253015641243
7155,1956-08-14,48.0,48.0,48.0,48.0,-0.5799999999999983,30.339999999999993,-0.01193906957595715,1.8529862319881671
7156,1956-08-15,48.99,48.99,48.99,48.99,0.990000000000002,31.329999999999995,0.020625000000000043,1.8736112319881673
7157,1956-08-16,48.88,48.88,48.88,48.88,-0.10999999999999943,31.219999999999995,-0.002245356195141854,1.8713658757930254
